rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,42649,4847,Python,https://github.com/hwchase17/langchain,hwchase17,1305,2023-05-27T23:50:28Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,34430,4231,Python,https://github.com/binary-husky/gpt_academic,binary-husky,237,2023-05-27T16:19:23Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读润色体验，模块化设计支持自定义快捷按钮&函数插件，支持代码块表格显示，Tex公式双显示，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm等本地模型。兼容复旦MOSS, llama, rwkv, 盘古, newbing, claude等"
3,LLM,JARVIS,20649,1682,Python,https://github.com/microsoft/JARVIS,microsoft,54,2023-05-15T15:19:28Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
4,LLM,milvus,18969,2179,Go,https://github.com/milvus-io/milvus,milvus-io,482,2023-05-27T14:05:02Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,llama_index,16064,1696,Python,https://github.com/jerryjliu/llama_index,jerryjliu,325,2023-05-28T02:25:11Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,unilm,12466,1833,Python,https://github.com/microsoft/unilm,microsoft,324,2023-05-27T14:41:56Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
7,LLM,dalai,11753,1352,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,289,2023-05-21T06:39:45Z,The simplest way to run LLaMA on your local machine
8,LLM,ChuanhuChatGPT,10610,1632,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,54,2023-05-27T16:14:32Z,GUI for ChatGPT API and many LLMs
9,LLM,evals,9734,1869,Python,https://github.com/openai/evals,openai,56,2023-05-28T01:25:19Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
10,LLM,Chinese-LLaMA-Alpaca,9663,976,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,66,2023-05-27T08:57:50Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
11,LLM,semantic-kernel,9436,1138,C#,https://github.com/microsoft/semantic-kernel,microsoft,95,2023-05-27T23:23:24Z,Integrate cutting-edge LLM technology quickly and easily into your apps
12,LLM,haystack,8925,1211,Python,https://github.com/deepset-ai/haystack,deepset-ai,318,2023-05-27T21:09:05Z,":mag: Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, ChatGPT and alike). Haystack offers production-ready tools to quickly build complex question answering, semantic search, text generation applications, and more."
13,LLM,RWKV-LM,7721,512,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,23,2023-05-26T10:42:55Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
14,LLM,mlc-llm,7160,470,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,82,2023-05-28T01:42:41Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
15,LLM,langchain-ChatGLM,7159,945,Python,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,225,2023-05-27T14:00:43Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
16,LLM,pandas-ai,6625,420,Python,https://github.com/gventuri/pandas-ai,gventuri,19,2023-05-27T20:21:34Z,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making dataframes conversational"
17,LLM,peft,6295,440,Python,https://github.com/huggingface/peft,huggingface,124,2023-05-25T15:02:06Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
18,LLM,deeplake,5997,468,Python,https://github.com/activeloopai/deeplake,activeloopai,48,2023-05-26T21:08:31Z,"AI Vector Database for LLMs/LangChain. Doubles as a Data Lake for Deep Learning. Store, query, version, & visualize any data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai"
19,LLM,open-llms,5937,282,,https://github.com/eugeneyan/open-llms,eugeneyan,3,2023-05-26T01:39:08Z,🤖 A list of open LLMs available for commercial use.
20,LLM,web-llm,5926,311,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,46,2023-05-27T05:17:53Z,Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.
21,LLM,Flowise,5902,1300,JavaScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,32,2023-05-27T20:01:00Z,Drag & drop UI to build your customized LLM flow using LangchainJS
22,LLM,LocalAI,5031,539,Go,https://github.com/go-skynet/LocalAI,go-skynet,49,2023-05-28T02:53:08Z,":robot: Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. No GPU required. LocalAI is a RESTful API to run ggml compatible models: llama.cpp, alpaca.cpp, gpt4all.cpp, rwkv.cpp, whisper.cpp, vicuna, koala, gpt4all-j, cerebras and many others!"
23,LLM,e2b,5000,437,Python,https://github.com/e2b-dev/e2b,e2b-dev,2,2023-05-28T03:13:24Z,"Vercel for AI agents. We're a platform for developers that helps them with building, deploying, and monitoring AI agents. "
24,LLM,openplayground,4605,295,TypeScript,https://github.com/nat/openplayground,nat,39,2023-05-19T21:04:38Z,An LLM playground you can run on your laptop
25,LLM,LLMsPracticalGuide,4483,284,,https://github.com/Mooler0410/LLMsPracticalGuide,Mooler0410,5,2023-05-19T16:29:16Z,"A curated list of practical guide resources of LLMs (LLMs Tree, Examples, Papers)"
26,LLM,dify,3903,530,TypeScript,https://github.com/langgenius/dify,langgenius,23,2023-05-27T14:34:26Z,"One API for plugins and datasets, one interface for prompt engineering and visual operation, all for creating powerful AI applications."
27,LLM,llm,3729,180,Rust,https://github.com/rustformers/llm,rustformers,31,2023-05-27T22:22:18Z,An ecosystem of Rust libraries for working with large language models
28,LLM,Awesome-LLM,3652,248,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,0,2023-05-26T19:54:18Z,Awesome-LLM: a curated list of Large Language Model
29,LLM,CodeGen,3604,258,Python,https://github.com/salesforce/CodeGen,salesforce,19,2023-05-22T06:42:19Z,CodeGen is an open-source model for program synthesis. Trained on TPU-v4. Competitive with OpenAI Codex.
30,LLM,PentestGPT,3551,347,Python,https://github.com/GreyDGL/PentestGPT,GreyDGL,13,2023-05-28T02:35:00Z,A GPT-empowered penetration testing tool
31,LLM,GPTCache,3465,212,Python,https://github.com/zilliztech/GPTCache,zilliztech,10,2023-05-26T15:21:03Z,Semantic cache for LLMs. Fully integrated with LangChain and llama_index. 
32,LLM,wenda,3460,430,JavaScript,https://github.com/wenda-LLM/wenda,wenda-LLM,19,2023-05-27T13:22:50Z,闻达：一个LLM调用平台。为小模型外挂知识库查找和设计自动执行动作，实现不亚于于大模型的生成能力
33,LLM,qlora,3407,252,Jupyter Notebook,https://github.com/artidoro/qlora,artidoro,40,2023-05-28T00:01:08Z,QLoRA: Efficient Finetuning of Quantized LLMs
34,LLM,chatgpt-wrapper,3272,430,Python,https://github.com/mmabrouk/chatgpt-wrapper,mmabrouk,10,2023-05-27T22:25:22Z,API for interacting with ChatGPT and GPT4 using Python and from Shell.
35,LLM,Learn_Prompting,3085,462,TeX,https://github.com/trigaten/Learn_Prompting,trigaten,85,2023-05-27T18:54:09Z,
36,LLM,researchgpt,3014,296,Python,https://github.com/mukulpatnaik/researchgpt,mukulpatnaik,36,2023-05-21T09:20:41Z,An open-source LLM based research assistant that allows you to have a conversation with a research paper
37,LLM,postgresml,2958,109,Rust,https://github.com/postgresml/postgresml,postgresml,30,2023-05-26T16:52:56Z,"PostgresML is an AI application database. Download open source models from Huggingface, or train your own, to create and index LLM embeddings, generate text, or make online predictions using only SQL. "
38,LLM,Huatuo-Llama-Med-Chinese,2786,245,Python,https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese,SCIR-HI,21,2023-05-19T09:16:17Z,"Repo for BenTsao [original name: HuaTuo (华驼)], Llama-7B tuned with Chinese medical knowledge. 本草（原名：华驼）模型仓库，基于中文医学知识的LLaMA模型指令微调"
39,LLM,Luotuo-Chinese-LLM,2775,196,Jupyter Notebook,https://github.com/LC1332/Luotuo-Chinese-LLM,LC1332,1,2023-05-23T08:07:26Z,骆驼(Luotuo): Open Sourced Chinese Language Models. Developed by 陈启源 @ 华中师范大学 & 李鲁鲁 @ 商汤科技 & 冷子昂 @ 商汤科技
40,LLM,Bard-API,2771,370,Python,https://github.com/dsdanielpark/Bard-API,dsdanielpark,4,2023-05-27T13:38:36Z,The python package that returns response of Google Bard through API.
