rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,58042,7748,Python,https://github.com/langchain-ai/langchain,langchain-ai,2249,2023-08-10T01:35:37Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,39483,5203,Python,https://github.com/binary-husky/gpt_academic,binary-husky,307,2023-08-07T17:33:32Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm2等本地模型。兼容复旦MOSS, llama, rwkv, newbing, claude, claude2等"
3,LLM,milvus,22010,2437,Go,https://github.com/milvus-io/milvus,milvus-io,585,2023-08-10T02:33:12Z,"A cloud-native vector database, storage for next generation AI applications"
4,LLM,JARVIS,21507,1877,Python,https://github.com/microsoft/JARVIS,microsoft,66,2023-07-28T09:59:24Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
5,LLM,llama_index,19932,2250,Python,https://github.com/jerryjliu/llama_index,jerryjliu,319,2023-08-10T02:10:02Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,quivr,19712,2070,TypeScript,https://github.com/StanGirard/quivr,StanGirard,225,2023-08-10T01:10:14Z,"🧠 Dump all your files and chat with it using your Generative AI Second Brain using LLMs ( GPT 3.5/4, Private, Anthropic, VertexAI ) & Embeddings 🧠 "
7,LLM,MetaGPT,17681,1922,Python,https://github.com/geekan/MetaGPT,geekan,78,2023-08-10T02:50:51Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
8,LLM,mindsdb,17501,2238,Python,https://github.com/mindsdb/mindsdb,mindsdb,544,2023-08-10T02:18:17Z,MindsDB connects AI models to databases.
9,LLM,Mr.-Ranedeer-AI-Tutor,15552,1492,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,8,2023-07-15T10:58:29Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
10,LLM,unilm,14910,2083,Python,https://github.com/microsoft/unilm,microsoft,377,2023-08-08T12:40:24Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
11,LLM,chatbox,14149,1504,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,208,2023-08-09T13:17:55Z,"Chatbox is a desktop app for multiple cutting-edge LLM models that available on Windows, Mac, Linux"
12,LLM,Chinese-LLaMA-Alpaca,13792,1423,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,20,2023-08-01T09:09:25Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
13,LLM,langchain-ChatGLM,13387,2167,Python,https://github.com/chatchat-space/langchain-ChatGLM,chatchat-space,547,2023-08-10T03:17:12Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
14,LLM,dalai,12582,1426,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,295,2023-06-30T13:51:06Z,The simplest way to run LLaMA on your local machine
15,LLM,Flowise,12557,5107,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,119,2023-08-09T15:39:59Z,Drag & drop UI to build your customized LLM flow
16,LLM,ChuanhuChatGPT,11951,1890,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,50,2023-08-09T15:24:39Z,GUI for ChatGPT API and many LLMs
17,LLM,evals,11439,2219,Python,https://github.com/openai/evals,openai,70,2023-08-09T19:32:43Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
18,LLM,semantic-kernel,11414,1630,C#,https://github.com/microsoft/semantic-kernel,microsoft,271,2023-08-10T01:32:23Z,Integrate cutting-edge LLM technology quickly and easily into your apps
19,LLM,SuperAGI,11390,1296,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,129,2023-08-09T15:51:42Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
20,LLM,mlc-llm,11379,799,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,95,2023-08-09T22:22:38Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
21,LLM,ChatGLM2-6B,11113,1797,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,239,2023-08-06T16:01:16Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
22,LLM,botpress,10837,1518,TypeScript,https://github.com/botpress/botpress,botpress,3,2023-08-10T03:03:43Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
23,LLM,haystack,10322,1331,Python,https://github.com/deepset-ai/haystack,deepset-ai,366,2023-08-09T20:02:51Z,":mag: LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (Models, Vector DBs, File Converters) to Pipelines or Agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search and conversational agent"
