rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,61734,8509,Python,https://github.com/langchain-ai/langchain,langchain-ai,2099,2023-09-12T01:56:50Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,41189,5399,Python,https://github.com/binary-husky/gpt_academic,binary-husky,266,2023-09-12T03:17:44Z,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。"
3,LLM,MetaGPT,25808,2940,Python,https://github.com/geekan/MetaGPT,geekan,116,2023-09-11T13:37:09Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
4,LLM,milvus,22797,2501,Go,https://github.com/milvus-io/milvus,milvus-io,596,2023-09-12T03:14:18Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,quivr,22510,2354,TypeScript,https://github.com/StanGirard/quivr,StanGirard,141,2023-09-11T23:07:22Z,"🧠 Your Second Brain supercharged by Generative AI 🧠 Dump all your files and chat with your personal assistant on your files & more using GPT 3.5/4, Private, Anthropic, VertexAI, LLMs..."
6,LLM,JARVIS,21780,1869,Python,https://github.com/microsoft/JARVIS,microsoft,66,2023-09-10T05:50:43Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
7,LLM,llama_index,21164,2441,Python,https://github.com/jerryjliu/llama_index,jerryjliu,272,2023-09-12T03:14:53Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
8,LLM,mindsdb,17835,2276,Python,https://github.com/mindsdb/mindsdb,mindsdb,548,2023-09-11T18:36:33Z,MindsDB connects AI models to databases.
9,LLM,Mr.-Ranedeer-AI-Tutor,16263,1587,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,8,2023-08-31T05:52:22Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
10,LLM,Flowise,15493,6669,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,165,2023-09-11T23:45:10Z,Drag & drop UI to build your customized LLM flow
11,LLM,Langchain-Chatchat,15481,2570,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,649,2023-09-12T02:48:36Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
12,LLM,unilm,15324,2110,Python,https://github.com/microsoft/unilm,microsoft,405,2023-08-29T14:07:57Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
13,LLM,chatbox,14575,1543,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,225,2023-09-11T14:58:11Z,"Chatbox is a desktop app for multiple cutting-edge LLM models that available on Windows, Mac, Linux"
14,LLM,Chinese-LLaMA-Alpaca,14512,1503,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,2,2023-08-30T11:05:25Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
15,LLM,semantic-kernel,12836,1822,C#,https://github.com/microsoft/semantic-kernel,microsoft,314,2023-09-12T00:16:09Z,Integrate cutting-edge LLM technology quickly and easily into your apps
16,LLM,mlc-llm,12734,910,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,146,2023-09-12T03:12:55Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
17,LLM,dalai,12732,1437,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,296,2023-06-30T13:51:06Z,The simplest way to run LLaMA on your local machine
18,LLM,ChatGLM2-6B,12500,2002,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,308,2023-09-11T07:40:46Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
19,LLM,ChuanhuChatGPT,12229,1931,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,54,2023-09-11T10:11:40Z,GUI for ChatGPT API and many LLMs
20,LLM,SuperAGI,12098,1437,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,140,2023-09-11T18:35:59Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
21,LLM,evals,11736,2248,Python,https://github.com/openai/evals,openai,75,2023-09-11T23:40:47Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
22,LLM,botpress,11002,1556,TypeScript,https://github.com/botpress/botpress,botpress,2,2023-09-11T21:18:06Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
23,LLM,LocalAI,10939,974,Go,https://github.com/go-skynet/LocalAI,go-skynet,139,2023-09-11T20:05:41Z,":robot: Self-hosted, community-driven, local OpenAI compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. Free Open Source OpenAI alternative. No GPU required. Runs ggml, gguf, GPTQ, onnx, TF compatible models: llama, llama2, gpt4all, rwkv, whisper, vicuna, koala, cerebras, falcon, dolly, starcoder, and many others"
24,LLM,haystack,10638,1365,Python,https://github.com/deepset-ai/haystack,deepset-ai,401,2023-09-12T01:05:36Z,":mag: LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
25,LLM,PaddleNLP,10139,2629,Python,https://github.com/PaddlePaddle/PaddleNLP,PaddlePaddle,548,2023-09-12T03:05:00Z,"👑 Easy-to-use and powerful NLP and LLM library with 🤗 Awesome model zoo, supporting wide-range of NLP tasks from research to industrial applications, including 🗂Text Classification,  🔍 Neural Search, ❓ Question Answering, ℹ️ Information Extraction, 📄 Document Intelligence, 💌 Sentiment Analysis etc."
