rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,54163,6955,Python,https://github.com/hwchase17/langchain,hwchase17,1917,2023-07-13T03:29:12Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,37946,4922,Python,https://github.com/binary-husky/gpt_academic,binary-husky,305,2023-07-12T14:16:31Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm等本地模型。兼容复旦MOSS, llama, rwkv, 盘古, newbing, claude等"
3,LLM,JARVIS,21302,1762,Python,https://github.com/microsoft/JARVIS,microsoft,64,2023-06-30T12:32:58Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
4,LLM,milvus,21195,2363,Go,https://github.com/milvus-io/milvus,milvus-io,584,2023-07-13T03:29:10Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,llama_index,18871,2090,Python,https://github.com/jerryjliu/llama_index,jerryjliu,377,2023-07-13T02:21:29Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,mindsdb,17223,2198,Python,https://github.com/mindsdb/mindsdb,mindsdb,508,2023-07-13T01:28:40Z,"MindsDB is a Server for Artificial Intelligence Logic. Enabling developers to ship to production AI powered projects (from the latest LLMs, vector operations, state of the art time-series forecasting to Machine Learning) in a fast and scalable way. "
7,LLM,quivr,15286,1658,TypeScript,https://github.com/StanGirard/quivr,StanGirard,142,2023-07-13T01:08:15Z,"🧠 Dump all your files and chat with it using your Generative AI Second Brain using LLMs ( GPT 3.5/4, Private, Anthropic, VertexAI ) & Embeddings 🧠 "
8,LLM,unilm,13713,1978,Python,https://github.com/microsoft/unilm,microsoft,355,2023-07-12T18:51:53Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
9,LLM,chatbox,13545,1430,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,209,2023-07-12T09:01:10Z,"Chatbox is a desktop app for GPT/LLM that supports Windows, Mac, Linux & Web Online"
10,LLM,Chinese-LLaMA-Alpaca,12494,1306,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,21,2023-07-13T01:57:52Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
11,LLM,dalai,12315,1411,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,292,2023-06-30T13:51:06Z,The simplest way to run LLaMA on your local machine
12,LLM,langchain-ChatGLM,11684,1829,Python,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,435,2023-07-12T15:09:34Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
13,LLM,ChuanhuChatGPT,11614,1847,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,54,2023-07-11T13:00:37Z,GUI for ChatGPT API and many LLMs
14,LLM,evals,11100,2170,Python,https://github.com/openai/evals,openai,71,2023-07-12T20:23:54Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
15,LLM,semantic-kernel,10813,1493,C#,https://github.com/microsoft/semantic-kernel,microsoft,227,2023-07-13T02:21:13Z,Integrate cutting-edge LLM technology quickly and easily into your apps
16,LLM,botpress,10616,1473,TypeScript,https://github.com/botpress/botpress,botpress,4,2023-07-12T23:07:05Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
17,LLM,Flowise,10493,3431,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,92,2023-07-12T17:09:42Z,Drag & drop UI to build your customized LLM flow
18,LLM,mlc-llm,10364,714,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,66,2023-07-13T02:33:29Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
