rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,55767,7253,Python,https://github.com/hwchase17/langchain,hwchase17,2037,2023-07-23T02:33:18Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,38529,5017,Python,https://github.com/binary-husky/gpt_academic,binary-husky,298,2023-07-22T00:40:30Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm2等本地模型。兼容复旦MOSS, llama, rwkv, newbing, claude, claude2等"
3,LLM,milvus,21492,2388,Go,https://github.com/milvus-io/milvus,milvus-io,613,2023-07-22T12:29:14Z,"A cloud-native vector database, storage for next generation AI applications"
4,LLM,JARVIS,21390,1768,Python,https://github.com/microsoft/JARVIS,microsoft,65,2023-06-30T12:32:58Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
5,LLM,llama_index,19250,2151,Python,https://github.com/jerryjliu/llama_index,jerryjliu,308,2023-07-22T22:56:11Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,quivr,18295,1903,TypeScript,https://github.com/StanGirard/quivr,StanGirard,197,2023-07-23T01:09:11Z,"🧠 Dump all your files and chat with it using your Generative AI Second Brain using LLMs ( GPT 3.5/4, Private, Anthropic, VertexAI ) & Embeddings 🧠 "
7,LLM,mindsdb,17333,2213,Python,https://github.com/mindsdb/mindsdb,mindsdb,531,2023-07-22T02:22:00Z,"MindsDB is a Server for Artificial Intelligence Logic. Enabling developers to ship to production AI powered projects (from the latest LLMs, vector operations, state of the art time-series forecasting to Machine Learning) in a fast and scalable way. "
8,LLM,Mr.-Ranedeer-AI-Tutor,15272,1463,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,8,2023-07-15T10:58:29Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
9,LLM,unilm,14408,2020,Python,https://github.com/microsoft/unilm,microsoft,362,2023-07-21T14:40:02Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
10,LLM,chatbox,13847,1465,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,202,2023-07-18T13:12:47Z,"Chatbox is a desktop app for GPT/LLM that supports Windows, Mac, Linux & Web Online"
11,LLM,Chinese-LLaMA-Alpaca,13057,1371,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,21,2023-07-22T04:05:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
12,LLM,dalai,12442,1414,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,295,2023-06-30T13:51:06Z,The simplest way to run LLaMA on your local machine
13,LLM,langchain-ChatGLM,12380,1949,Python,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,471,2023-07-21T15:17:35Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
14,LLM,ChuanhuChatGPT,11770,1862,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,56,2023-07-19T14:06:57Z,GUI for ChatGPT API and many LLMs
15,LLM,evals,11278,2189,Python,https://github.com/openai/evals,openai,69,2023-07-21T20:56:13Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
16,LLM,semantic-kernel,11082,1541,C#,https://github.com/microsoft/semantic-kernel,microsoft,259,2023-07-22T20:33:44Z,Integrate cutting-edge LLM technology quickly and easily into your apps
17,LLM,Flowise,11016,3906,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,93,2023-07-22T19:09:28Z,Drag & drop UI to build your customized LLM flow
18,LLM,mlc-llm,10823,747,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,81,2023-07-23T00:28:27Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
19,LLM,SuperAGI,10780,1198,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,133,2023-07-21T15:23:34Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
20,LLM,botpress,10692,1498,TypeScript,https://github.com/botpress/botpress,botpress,3,2023-07-21T21:52:18Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
21,LLM,haystack,10141,1312,Python,https://github.com/deepset-ai/haystack,deepset-ai,352,2023-07-22T14:22:04Z,":mag: Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, Falcon and alike). Haystack offers production-ready tools to quickly build complex question answering, semantic search, text generation applications, and more."
22,LLM,ChatGLM2-6B,9796,1615,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,178,2023-07-23T00:45:57Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
23,LLM,RWKV-LM,9087,626,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,36,2023-07-21T13:28:07Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
24,LLM,ludwig,9032,1052,Python,https://github.com/ludwig-ai/ludwig,ludwig-ai,227,2023-07-22T08:57:42Z,"Declarative framework for building LLMs, neural networks, and GBMs"
25,LLM,LocalAI,8774,795,Go,https://github.com/go-skynet/LocalAI,go-skynet,89,2023-07-23T02:45:15Z,":robot: Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. Free Open Source OpenAI alternative. No GPU required. LocalAI is an API to run ggml compatible models: llama, gpt4all, rwkv, whisper, vicuna, koala, gpt4all-j, cerebras, falcon, dolly, starcoder, and many other"
26,LLM,peft,8239,630,Python,https://github.com/huggingface/peft,huggingface,83,2023-07-22T22:07:01Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
