rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,46707,5490,Python,https://github.com/hwchase17/langchain,hwchase17,1478,2023-06-12T03:22:09Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,35646,4419,Python,https://github.com/binary-husky/gpt_academic,binary-husky,274,2023-06-12T02:10:48Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读润色体验，模块化设计支持自定义快捷按钮&函数插件，支持代码块表格显示，Tex公式双显示，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm等本地模型。兼容复旦MOSS, llama, rwkv, 盘古, newbing, claude等"
3,LLM,JARVIS,20925,1713,Python,https://github.com/microsoft/JARVIS,microsoft,59,2023-06-09T22:52:32Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
4,LLM,milvus,19781,2245,Go,https://github.com/milvus-io/milvus,milvus-io,504,2023-06-12T03:16:17Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,llama_index,17181,1840,Python,https://github.com/jerryjliu/llama_index,jerryjliu,271,2023-06-12T01:29:14Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,mindsdb,16506,2118,Python,https://github.com/mindsdb/mindsdb,mindsdb,570,2023-06-11T09:14:12Z,MindsDB is a Server for Artificial Intelligence Logic. Enabling developers to ship AI powered projects to production in a fast and scalable way. 
7,LLM,unilm,12711,1863,Python,https://github.com/microsoft/unilm,microsoft,334,2023-06-09T02:30:51Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
8,LLM,dalai,11992,1375,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,290,2023-05-21T06:39:45Z,The simplest way to run LLaMA on your local machine
9,LLM,ChuanhuChatGPT,11047,1720,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,51,2023-06-10T09:31:52Z,GUI for ChatGPT API and many LLMs
10,LLM,Chinese-LLaMA-Alpaca,10702,1109,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,56,2023-06-10T07:34:48Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
11,LLM,evals,10303,1984,Python,https://github.com/openai/evals,openai,61,2023-06-12T00:45:05Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
12,LLM,semantic-kernel,10075,1278,C#,https://github.com/microsoft/semantic-kernel,microsoft,91,2023-06-11T22:27:25Z,Integrate cutting-edge LLM technology quickly and easily into your apps
13,LLM,mlc-llm,9734,626,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,98,2023-06-12T03:08:01Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
14,LLM,haystack,9099,1231,Python,https://github.com/deepset-ai/haystack,deepset-ai,314,2023-06-11T20:28:50Z,":mag: Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, ChatGPT and alike). Haystack offers production-ready tools to quickly build complex question answering, semantic search, text generation applications, and more."
15,LLM,langchain-ChatGLM,8743,1192,Python,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,292,2023-06-12T02:44:42Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
16,LLM,RWKV-LM,8344,555,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,24,2023-06-07T03:26:42Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
17,LLM,Flowise,7928,2036,JavaScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,56,2023-06-11T15:30:55Z,Drag & drop UI to build your customized LLM flow using LangchainJS
18,LLM,pandas-ai,7100,476,Python,https://github.com/gventuri/pandas-ai,gventuri,34,2023-06-11T20:55:12Z,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making dataframes conversational"
19,LLM,SuperAGI,6997,647,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,125,2023-06-12T02:12:39Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
20,LLM,peft,6917,487,Python,https://github.com/huggingface/peft,huggingface,124,2023-06-09T16:58:16Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
21,LLM,LocalAI,6629,640,Go,https://github.com/go-skynet/LocalAI,go-skynet,60,2023-06-11T22:25:50Z,":robot: Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. Free Open Source OpenAI alternative. No GPU required. LocalAI is an API to run ggml compatible models: llama, gpt4all, rwkv, whisper, vicuna, koala, gpt4all-j, cerebras, falcon, dolly, starcoder, and many other"
22,LLM,open-llms,6309,304,,https://github.com/eugeneyan/open-llms,eugeneyan,2,2023-06-05T16:48:13Z,🤖 A list of open LLMs available for commercial use.
23,LLM,web-llm,6285,334,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,51,2023-05-30T21:55:19Z,Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.
24,LLM,deeplake,6122,476,Python,https://github.com/activeloopai/deeplake,activeloopai,45,2023-06-09T20:02:28Z,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, & visualize any AI data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai"
25,LLM,qlora,5670,434,Jupyter Notebook,https://github.com/artidoro/qlora,artidoro,105,2023-06-11T23:08:49Z,QLoRA: Efficient Finetuning of Quantized LLMs
26,LLM,e2b,5105,445,Python,https://github.com/e2b-dev/e2b,e2b-dev,2,2023-06-11T23:52:53Z,"Developer-first AgentOps platform - deploy, test, and monitor AI agents"
