rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,52033,6539,Python,https://github.com/hwchase17/langchain,hwchase17,1789,2023-07-04T02:10:58Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,37269,4800,Python,https://github.com/binary-husky/gpt_academic,binary-husky,315,2023-07-03T15:20:36Z,"为ChatGPT/GLM提供图形交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm等本地模型。兼容复旦MOSS, llama, rwkv, 盘古, newbing, claude等"
3,LLM,JARVIS,21191,1737,Python,https://github.com/microsoft/JARVIS,microsoft,64,2023-06-30T12:32:58Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
4,LLM,milvus,20748,2323,Go,https://github.com/milvus-io/milvus,milvus-io,536,2023-07-04T03:24:51Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,llama_index,18244,2006,Python,https://github.com/jerryjliu/llama_index,jerryjliu,348,2023-07-04T01:22:57Z,LlamaIndex (GPT Index) is a data framework for your LLM applications
6,LLM,mindsdb,17138,2196,Python,https://github.com/mindsdb/mindsdb,mindsdb,486,2023-07-03T20:48:48Z,"MindsDB is a Server for Artificial Intelligence Logic. Enabling developers to ship to production AI powered projects (from the latest LLMs, vector operations, state of the art time-series forecasting to Machine Learning) in a fast and scalable way. "
7,LLM,chatbox,13133,1378,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,240,2023-07-03T07:04:27Z,"Chatbox is a desktop app for GPT/LLM that supports Windows, Mac, Linux & Web Online"
8,LLM,unilm,13115,1904,Python,https://github.com/microsoft/unilm,microsoft,346,2023-07-02T02:33:00Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
9,LLM,dalai,12246,1406,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,292,2023-06-30T13:51:06Z,The simplest way to run LLaMA on your local machine
10,LLM,Chinese-LLaMA-Alpaca,12007,1256,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,26,2023-07-04T01:32:28Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
11,LLM,ChuanhuChatGPT,11473,1807,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,52,2023-07-03T05:02:29Z,GUI for ChatGPT API and many LLMs
12,LLM,evals,10978,2136,Python,https://github.com/openai/evals,openai,68,2023-07-04T02:15:17Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
13,LLM,langchain-ChatGLM,10893,1674,Python,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,394,2023-07-03T10:26:03Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
14,LLM,semantic-kernel,10618,1437,C#,https://github.com/microsoft/semantic-kernel,microsoft,207,2023-07-04T02:11:08Z,Integrate cutting-edge LLM technology quickly and easily into your apps
15,LLM,botpress,10533,1461,TypeScript,https://github.com/botpress/botpress,botpress,5,2023-07-03T22:42:02Z,The open-source hub to build & deploy GPT/LLM Agents ⚡️
16,LLM,mlc-llm,10240,701,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,51,2023-07-04T03:01:54Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
17,LLM,Flowise,9924,2932,JavaScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,89,2023-07-03T22:07:33Z,Drag & drop UI to build your customized LLM flow
18,LLM,quivr,9670,1173,TypeScript,https://github.com/StanGirard/quivr,StanGirard,95,2023-07-03T21:29:34Z,"🧠 Dump all your files and chat with it using your Generative AI Second Brain using LLMs ( GPT 3.5/4, Private, Anthropic, VertexAI ) & Embeddings 🧠 "
