rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,65508,9341,Python,https://github.com/langchain-ai/langchain,langchain-ai,1653,2023-10-23T00:54:10Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt4all,53391,5874,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,238,2023-10-22T15:58:28Z,gpt4all: open-source LLM chatbots that you can run anywhere
3,LLM,gpt_academic,44204,5771,Python,https://github.com/binary-husky/gpt_academic,binary-husky,279,2023-10-22T17:56:45Z,"为ChatGPT/GLM提供实用化交互界面，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm2等本地模型。兼容文心一言, moss, llama2, rwkv, claude2, 通义千问, 书生, 讯飞星火等。"
4,LLM,MetaGPT,29581,3440,Python,https://github.com/geekan/MetaGPT,geekan,145,2023-10-23T02:13:48Z,"🌟 The Multi-Agent Framework: Given one line Requirement, return PRD, Design, Tasks, Repo"
5,LLM,quivr,23721,2531,TypeScript,https://github.com/StanGirard/quivr,StanGirard,131,2023-10-22T18:12:58Z,"🧠 Your Second Brain supercharged by Generative AI 🧠 Dump all your files and chat with your personal assistant on your files & more using GPT 3.5/4, Private, Anthropic, VertexAI, LLMs..."
6,LLM,milvus,23557,2557,Go,https://github.com/milvus-io/milvus,milvus-io,431,2023-10-23T02:52:55Z,"A cloud-native vector database, storage for next generation AI applications"
7,LLM,llama_index,22730,2730,Python,https://github.com/run-llama/llama_index,run-llama,243,2023-10-23T03:11:14Z,LlamaIndex (formerly GPT Index) is a data framework for your LLM applications
8,LLM,JARVIS,21986,1886,Python,https://github.com/microsoft/JARVIS,microsoft,65,2023-09-10T05:50:43Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
9,LLM,mindsdb,18483,2477,Python,https://github.com/mindsdb/mindsdb,mindsdb,545,2023-10-23T01:42:26Z,MindsDB connects AI models to real time data
10,LLM,Langchain-Chatchat,17204,2904,Python,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,23,2023-10-23T02:58:10Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM 等语言模型的本地知识库问答 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM) QA app with langchain "
11,LLM,Flowise,16998,7972,TypeScript,https://github.com/FlowiseAI/Flowise,FlowiseAI,205,2023-10-22T06:23:57Z,Drag & drop UI to build your customized LLM flow
12,LLM,Mr.-Ranedeer-AI-Tutor,16822,1651,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,9,2023-10-04T15:41:04Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
13,LLM,unilm,15974,2173,Python,https://github.com/microsoft/unilm,microsoft,420,2023-10-22T00:15:08Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
14,LLM,ChatDev,15229,1682,Python,https://github.com/OpenBMB/ChatDev,OpenBMB,25,2023-10-23T02:43:16Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
15,LLM,chatbox,15044,1583,TypeScript,https://github.com/Bin-Huang/chatbox,Bin-Huang,196,2023-10-21T10:40:08Z,"Chatbox is a desktop app for multiple cutting-edge LLM models that available on Windows, Mac, Linux"
16,LLM,Chinese-LLaMA-Alpaca,15000,1555,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,5,2023-08-30T11:05:25Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
17,LLM,semantic-kernel,13863,2026,C#,https://github.com/microsoft/semantic-kernel,microsoft,361,2023-10-22T07:17:41Z,Integrate cutting-edge LLM technology quickly and easily into your apps
18,LLM,ChatGLM2-6B,13758,2178,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,358,2023-10-10T06:18:30Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
