rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,langchain,40069,4464,Python,https://github.com/hwchase17/langchain,hwchase17,1185,2023-05-19T07:42:06Z,⚡ Building applications with LLMs through composability ⚡
2,LLM,gpt_academic,33649,4109,Python,https://github.com/binary-husky/gpt_academic,binary-husky,212,2023-05-19T06:10:29Z,"为GPT/GLM提供图形交互界面，特别优化论文阅读润色体验，模块化设计支持自定义快捷按钮&函数插件，支持代码块表格显示，Tex公式双显示，新增Python和C++项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持清华chatglm等本地模型。兼容复旦MOSS, llama, rwkv, 盘古等。"
3,LLM,JARVIS,20424,1648,Python,https://github.com/microsoft/JARVIS,microsoft,53,2023-05-15T15:19:28Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
4,LLM,milvus,18662,2159,Go,https://github.com/milvus-io/milvus,milvus-io,490,2023-05-19T07:57:24Z,"A cloud-native vector database, storage for next generation AI applications"
5,LLM,llama_index,15503,1626,Python,https://github.com/jerryjliu/llama_index,jerryjliu,291,2023-05-19T07:00:46Z,LlamaIndex (GPT Index) is a project that provides a central interface to connect your LLM's with external data.
6,LLM,unilm,12343,1818,Python,https://github.com/microsoft/unilm,microsoft,318,2023-05-19T07:57:03Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
7,LLM,dalai,11567,1334,CSS,https://github.com/cocktailpeanut/dalai,cocktailpeanut,286,2023-05-17T07:44:09Z,The simplest way to run LLaMA on your local machine
8,LLM,ChuanhuChatGPT,10418,1602,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,49,2023-05-18T18:20:50Z,GUI for ChatGPT API and many LLMs
9,LLM,evals,9532,1818,Python,https://github.com/openai/evals,openai,51,2023-05-19T06:51:39Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
10,LLM,semantic-kernel,8840,1042,C#,https://github.com/microsoft/semantic-kernel,microsoft,86,2023-05-19T08:00:21Z,Integrate cutting-edge LLM technology quickly and easily into your apps
11,LLM,haystack,8794,1202,Python,https://github.com/deepset-ai/haystack,deepset-ai,315,2023-05-19T02:27:31Z,":mag: Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, ChatGPT and alike). Haystack offers production-ready tools to quickly build complex question answering, semantic search, text generation applications, and more."
12,LLM,Chinese-LLaMA-Alpaca,8778,885,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,88,2023-05-17T08:47:45Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU部署 (Chinese LLaMA & Alpaca LLMs)
13,LLM,RWKV-LM,6836,450,Python,https://github.com/BlinkDL/RWKV-LM,BlinkDL,18,2023-05-18T10:54:28Z,"RWKV is an RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it's combining the best of RNN and transformer - great performance, fast inference, saves VRAM, fast training, ""infinite"" ctx_len, and free sentence embedding."
14,LLM,mlc-llm,6656,438,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,78,2023-05-19T07:46:19Z,"Enable everyone to develop, optimize and deploy AI models natively on everyone's devices."
15,LLM,langchain-ChatGLM,6280,794,Vue,https://github.com/imClumsyPanda/langchain-ChatGLM,imClumsyPanda,190,2023-05-19T07:54:19Z,"langchain-ChatGLM, local knowledge based ChatGLM with langchain ｜ 基于本地知识库的 ChatGLM 问答"
16,LLM,pandas-ai,6130,378,Python,https://github.com/gventuri/pandas-ai,gventuri,29,2023-05-19T06:46:03Z,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making dataframes conversational"
17,LLM,deeplake,5951,465,Python,https://github.com/activeloopai/deeplake,activeloopai,49,2023-05-19T07:20:16Z,"AI Vector Database for LLMs/LangChain. Doubles as a Data Lake for Deep Learning. Store, query, version, & visualize any data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai"
18,LLM,peft,5918,416,Python,https://github.com/huggingface/peft,huggingface,115,2023-05-19T08:04:32Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
19,LLM,web-llm,5746,295,JavaScript,https://github.com/mlc-ai/web-llm,mlc-ai,42,2023-05-19T02:00:03Z,Bringing large-language models and chat to web browsers. Everything runs inside the browser with no server support.
20,LLM,open-llms,5277,249,,https://github.com/eugeneyan/open-llms,eugeneyan,3,2023-05-16T04:27:27Z,🤖 A list of open LLMs available for commercial use.
21,LLM,e2b,4798,404,Python,https://github.com/e2b-dev/e2b,e2b-dev,4,2023-05-18T18:58:43Z,"Vercel for AI agents. We help developers to build, deploy, and monitor AI agents.  Focusing on specialized AI agents that build software for you - your personal software developers."
22,LLM,openplayground,4495,287,TypeScript,https://github.com/nat/openplayground,nat,36,2023-05-18T20:29:06Z,An LLM playground you can run on your laptop
23,LLM,LocalAI,4134,479,Go,https://github.com/go-skynet/LocalAI,go-skynet,44,2023-05-19T08:00:08Z,":robot: Self-hosted, community-driven, local OpenAI-compatible API. Drop-in replacement for OpenAI running LLMs on consumer-grade hardware. No GPU required. LocalAI is a RESTful API to run ggml compatible models: llama.cpp, alpaca.cpp, gpt4all.cpp, rwkv.cpp, whisper.cpp, vicuna, koala, gpt4all-j, cerebras and many others!"
